,order_id,product_id,category,quantity,unit_price,discount_rate,line_revenue
12911,7165,56,fashion,1,630,0.1,567.0
12912,7165,7,electronics,1,1985,0.05,1885.75
12913,7166,49,sports,2,1048,0.0,2096.0
12914,7167,48,sports,1,2972,0.1,2674.8
12915,7168,1,electronics,2,150,0.15,255.0
12916,7168,30,beauty,1,4729,0.15,4019.65
12917,7169,15,home,1,860,0.15,731.0
12918,7169,16,home,2,1002,0.0,2004.0
12919,7169,3,electronics,1,3713,0.0,3713.0
12920,7170,42,sports,1,3125,0.05,2968.75
12921,7170,49,sports,1,1048,0.0,1048.0
12922,7171,36,grocery,1,1580,0.15,1343.0
12923,7171,45,sports,1,4975,0.1,4477.5
12924,7172,36,grocery,1,1580,0.0,1580.0
12925,7173,24,beauty,1,2262,0.15,1922.7
12926,7173,24,beauty,2,2262,0.15,3845.4
12927,7174,32,grocery,1,126,0.0,126.0
12928,7175,27,beauty,3,1579,0.0,4737.0
12929,7175,13,home,1,3877,0.05,3683.15
12930,7176,11,home,1,1744,0.05,1656.8
12931,7177,22,beauty,1,1574,0.0,1574.0
12932,7177,11,home,1,1744,0.0,1744.0
12933,7177,52,fashion,2,1957,0.0,3914.0
12934,7178,6,electronics,1,529,0.1,476.1
12935,7178,53,fashion,2,1286,0.15,2186.2
12936,7179,59,fashion,2,2290,0.0,4580.0
12937,7179,49,sports,1,1048,0.0,1048.0
12938,7180,2,electronics,1,3850,0.15,3272.5
12939,7181,28,beauty,1,567,0.0,567.0
12940,7182,12,home,1,4627,0.05,4395.65
12941,7182,3,electronics,1,3713,0.15,3156.05
12942,7182,11,home,1,1744,0.0,1744.0
12943,7183,18,home,2,778,0.15,1322.6
12944,7184,12,home,1,4627,0.0,4627.0
12945,7184,18,home,1,778,0.0,778.0
12946,7184,44,sports,1,724,0.15,615.4
12947,7184,29,beauty,1,2320,0.0,2320.0
12948,7185,9,electronics,2,4658,0.0,9316.0
12949,7185,4,electronics,2,2293,0.0,4586.0
12950,7186,16,home,3,1002,0.05,2855.7
12951,7187,57,fashion,2,729,0.0,1458.0
12952,7188,45,sports,1,4975,0.0,4975.0
12953,7188,50,sports,1,2033,0.05,1931.35
12954,7188,23,beauty,1,2336,0.15,1985.6
12955,7189,24,beauty,1,2262,0.0,2262.0
12956,7190,29,beauty,1,2320,0.0,2320.0
12957,7191,44,sports,2,724,0.05,1375.6
12958,7191,13,home,2,3877,0.05,7366.3
12959,7192,59,fashion,1,2290,0.1,2061.0
12960,7193,38,grocery,1,3806,0.0,3806.0
12961,7193,3,electronics,1,3713,0.0,3713.0
12962,7194,32,grocery,1,126,0.05,119.7
12963,7195,16,home,1,1002,0.1,901.8
12964,7196,10,electronics,1,3487,0.0,3487.0
12965,7196,42,sports,1,3125,0.1,2812.5
12966,7196,11,home,1,1744,0.0,1744.0
12967,7197,33,grocery,1,4175,0.1,3757.5
12968,7198,37,grocery,1,667,0.0,667.0
12969,7198,20,home,1,3438,0.1,3094.2
12970,7199,38,grocery,1,3806,0.0,3806.0
12971,7200,19,home,1,2193,0.0,2193.0
12972,7200,11,home,1,1744,0.0,1744.0
12973,7201,54,fashion,3,3026,0.0,9078.0
12974,7201,18,home,1,778,0.0,778.0
12975,7202,34,grocery,1,2437,0.0,2437.0
12976,7203,49,sports,1,1048,0.0,1048.0
12977,7203,10,electronics,1,3487,0.05,3312.65
12978,7203,38,grocery,1,3806,0.0,3806.0
12979,7204,31,grocery,1,3203,0.1,2882.7
12980,7205,37,grocery,1,667,0.2,533.6
12981,7205,27,beauty,2,1579,0.0,3158.0
12982,7205,26,beauty,1,4752,0.0,4752.0
12983,7206,5,electronics,1,1760,0.0,1760.0
12984,7206,49,sports,1,1048,0.0,1048.0
12985,7206,26,beauty,1,4752,0.1,4276.8
12986,7207,28,beauty,1,567,0.05,538.65
12987,7207,12,home,2,4627,0.2,7403.2
12988,7207,8,electronics,2,1791,0.1,3223.8
12989,7207,35,grocery,2,1942,0.0,3884.0
12990,7208,9,electronics,2,4658,0.0,9316.0
12991,7208,32,grocery,1,126,0.05,119.7
12992,7208,9,electronics,2,4658,0.1,8384.4
12993,7208,42,sports,1,3125,0.0,3125.0
12994,7209,52,fashion,3,1957,0.05,5577.45
12995,7209,3,electronics,1,3713,0.05,3527.35
12996,7210,25,beauty,2,3410,0.05,6479.0
12997,7210,53,fashion,1,1286,0.15,1093.1
12998,7211,58,fashion,1,1326,0.0,1326.0
12999,7211,5,electronics,2,1760,0.05,3344.0
13000,7212,15,home,2,860,0.2,1376.0
13001,7213,25,beauty,1,3410,0.05,3239.5
13002,7213,9,electronics,1,4658,0.0,4658.0
13003,7214,59,fashion,2,2290,0.0,4580.0
13004,7214,54,fashion,1,3026,0.0,3026.0
13005,7215,7,electronics,1,1985,0.0,1985.0
13006,7216,47,sports,2,1558,0.1,2804.4
13007,7216,9,electronics,1,4658,0.0,4658.0
13008,7217,18,home,1,778,0.15,661.3
13009,7217,5,electronics,1,1760,0.1,1584.0
13010,7217,48,sports,1,2972,0.0,2972.0
13011,7217,48,sports,1,2972,0.0,2972.0
13012,7218,50,sports,1,2033,0.0,2033.0
13013,7219,23,beauty,3,2336,0.0,7008.0
13014,7220,21,beauty,1,2746,0.1,2471.4
13015,7221,2,electronics,1,3850,0.05,3657.5
13016,7221,4,electronics,1,2293,0.0,2293.0
13017,7222,5,electronics,1,1760,0.05,1672.0
13018,7222,15,home,1,860,0.0,860.0
13019,7223,28,beauty,1,567,0.0,567.0
13020,7223,40,grocery,1,3255,0.1,2929.5
13021,7224,39,grocery,1,2235,0.0,2235.0
13022,7225,29,beauty,2,2320,0.0,4640.0
13023,7225,19,home,1,2193,0.1,1973.7
13024,7226,23,beauty,1,2336,0.1,2102.4
13025,7226,25,beauty,2,3410,0.0,6820.0
13026,7227,57,fashion,1,729,0.15,619.65
13027,7228,23,beauty,2,2336,0.0,4672.0
13028,7228,42,sports,1,3125,0.0,3125.0
13029,7229,22,beauty,2,1574,0.15,2675.8
13030,7230,13,home,3,3877,0.05,11049.45
13031,7231,53,fashion,2,1286,0.1,2314.8
13032,7232,56,fashion,2,630,0.05,1197.0
13033,7232,24,beauty,1,2262,0.0,2262.0
13034,7233,48,sports,1,2972,0.15,2526.2
13035,7234,37,grocery,1,667,0.05,633.65
13036,7234,33,grocery,2,4175,0.15,7097.5
13037,7234,47,sports,2,1558,0.15,2648.6
13038,7235,52,fashion,3,1957,0.1,5283.9
13039,7235,11,home,1,1744,0.1,1569.6
13040,7236,24,beauty,1,2262,0.0,2262.0
13041,7236,31,grocery,1,3203,0.0,3203.0
13042,7236,51,fashion,1,2916,0.0,2916.0
13043,7237,55,fashion,1,4572,0.05,4343.4
13044,7237,24,beauty,1,2262,0.0,2262.0
13045,7238,8,electronics,2,1791,0.0,3582.0
13046,7238,17,home,1,2656,0.0,2656.0
13047,7238,24,beauty,1,2262,0.1,2035.8
13048,7239,9,electronics,1,4658,0.0,4658.0
13049,7240,47,sports,1,1558,0.0,1558.0
13050,7240,57,fashion,1,729,0.1,656.1
13051,7240,21,beauty,1,2746,0.15,2334.1
13052,7241,14,home,1,4075,0.15,3463.75
13053,7242,20,home,1,3438,0.0,3438.0
13054,7243,45,sports,1,4975,0.0,4975.0
13055,7243,27,beauty,2,1579,0.0,3158.0
13056,7244,59,fashion,2,2290,0.0,4580.0
13057,7245,42,sports,1,3125,0.05,2968.75
13058,7246,17,home,2,2656,0.0,5312.0
13059,7246,1,electronics,1,150,0.0,150.0
13060,7246,28,beauty,1,567,0.2,453.6
13061,7247,51,fashion,1,2916,0.0,2916.0
13062,7248,8,electronics,1,1791,0.0,1791.0
13063,7248,48,sports,1,2972,0.05,2823.4
13064,7248,11,home,1,1744,0.05,1656.8
13065,7249,59,fashion,1,2290,0.1,2061.0
13066,7249,35,grocery,1,1942,0.1,1747.8
13067,7249,30,beauty,1,4729,0.0,4729.0
13068,7249,8,electronics,1,1791,0.0,1791.0
13069,7250,53,fashion,2,1286,0.0,2572.0
13070,7251,42,sports,1,3125,0.15,2656.25
13071,7252,24,beauty,1,2262,0.15,1922.7
13072,7253,1,electronics,1,150,0.0,150.0
13073,7254,46,sports,1,3785,0.0,3785.0
13074,7254,51,fashion,2,2916,0.0,5832.0
13075,7255,13,home,1,3877,0.1,3489.3
13076,7256,18,home,1,778,0.05,739.1
13077,7256,1,electronics,1,150,0.05,142.5
13078,7257,43,sports,1,4289,0.15,3645.65
13079,7258,8,electronics,2,1791,0.0,3582.0
13080,7259,52,fashion,1,1957,0.1,1761.3
13081,7259,36,grocery,1,1580,0.05,1501.0
13082,7260,32,grocery,1,126,0.05,119.7
13083,7261,8,electronics,1,1791,0.1,1611.9
13084,7262,22,beauty,1,1574,0.0,1574.0
13085,7262,52,fashion,1,1957,0.0,1957.0
13086,7263,14,home,1,4075,0.0,4075.0
13087,7264,41,sports,1,931,0.05,884.45
13088,7265,13,home,1,3877,0.0,3877.0
13089,7265,43,sports,1,4289,0.15,3645.65
13090,7266,57,fashion,1,729,0.0,729.0
13091,7266,39,grocery,1,2235,0.0,2235.0
13092,7267,34,grocery,1,2437,0.1,2193.3
13093,7267,6,electronics,1,529,0.15,449.65
13094,7268,47,sports,2,1558,0.1,2804.4
13095,7269,14,home,1,4075,0.05,3871.25
13096,7270,4,electronics,2,2293,0.05,4356.7
13097,7271,24,beauty,2,2262,0.1,4071.6
13098,7271,39,grocery,3,2235,0.1,6034.5
13099,7271,18,home,1,778,0.1,700.2
13100,7272,49,sports,1,1048,0.05,995.6
13101,7273,53,fashion,1,1286,0.0,1286.0
13102,7274,2,electronics,1,3850,0.1,3465.0
13103,7274,32,grocery,1,126,0.05,119.7
13104,7275,6,electronics,1,529,0.0,529.0
13105,7276,57,fashion,1,729,0.05,692.55
13106,7276,55,fashion,1,4572,0.05,4343.4
13107,7277,7,electronics,1,1985,0.05,1885.75
13108,7278,41,sports,1,931,0.0,931.0
13109,7278,21,beauty,1,2746,0.05,2608.7
13110,7278,8,electronics,1,1791,0.0,1791.0
13111,7279,54,fashion,1,3026,0.15,2572.1
13112,7280,33,grocery,2,4175,0.05,7932.5
13113,7280,59,fashion,2,2290,0.1,4122.0
13114,7281,44,sports,1,724,0.0,724.0
13115,7281,5,electronics,1,1760,0.0,1760.0
13116,7282,39,grocery,1,2235,0.1,2011.5
13117,7282,51,fashion,1,2916,0.0,2916.0
13118,7283,25,beauty,2,3410,0.1,6138.0
13119,7283,49,sports,1,1048,0.1,943.2
13120,7284,41,sports,2,931,0.2,1489.6
13121,7285,57,fashion,1,729,0.15,619.65
13122,7285,52,fashion,1,1957,0.1,1761.3
13123,7285,11,home,2,1744,0.05,3313.6
13124,7286,14,home,1,4075,0.0,4075.0
13125,7287,24,beauty,1,2262,0.0,2262.0
13126,7287,16,home,1,1002,0.0,1002.0
13127,7287,53,fashion,1,1286,0.05,1221.7
13128,7288,42,sports,1,3125,0.05,2968.75
13129,7289,2,electronics,1,3850,0.0,3850.0
13130,7290,31,grocery,1,3203,0.1,2882.7
13131,7290,7,electronics,1,1985,0.15,1687.25
13132,7290,11,home,1,1744,0.0,1744.0
13133,7291,15,home,2,860,0.15,1462.0
13134,7291,56,fashion,2,630,0.0,1260.0
13135,7292,52,fashion,2,1957,0.05,3718.3
13136,7292,41,sports,1,931,0.1,837.9
13137,7293,8,electronics,1,1791,0.1,1611.9
13138,7294,3,electronics,1,3713,0.0,3713.0
13139,7294,57,fashion,1,729,0.0,729.0
13140,7295,40,grocery,1,3255,0.0,3255.0
13141,7295,30,beauty,1,4729,0.05,4492.55
13142,7296,20,home,1,3438,0.0,3438.0
13143,7296,48,sports,2,2972,0.1,5349.6
13144,7297,31,grocery,3,3203,0.0,9609.0
13145,7298,7,electronics,1,1985,0.0,1985.0
13146,7298,40,grocery,1,3255,0.0,3255.0
13147,7299,27,beauty,1,1579,0.05,1500.05
13148,7299,47,sports,2,1558,0.05,2960.2
13149,7299,41,sports,1,931,0.2,744.8
13150,7300,33,grocery,1,4175,0.0,4175.0
13151,7301,1,electronics,1,150,0.0,150.0
13152,7301,35,grocery,1,1942,0.0,1942.0
13153,7302,22,beauty,1,1574,0.1,1416.6
13154,7302,46,sports,1,3785,0.05,3595.75
13155,7303,37,grocery,1,667,0.0,667.0
13156,7303,40,grocery,2,3255,0.0,6510.0
13157,7304,52,fashion,1,1957,0.0,1957.0
13158,7305,36,grocery,1,1580,0.0,1580.0
13159,7305,21,beauty,1,2746,0.2,2196.8
13160,7306,51,fashion,1,2916,0.1,2624.4
13161,7307,42,sports,2,3125,0.1,5625.0
13162,7307,17,home,1,2656,0.0,2656.0
13163,7307,57,fashion,1,729,0.05,692.55
13164,7308,25,beauty,1,3410,0.05,3239.5
13165,7308,32,grocery,1,126,0.0,126.0
13166,7309,15,home,1,860,0.0,860.0
13167,7309,18,home,1,778,0.05,739.1
13168,7309,60,fashion,2,552,0.05,1048.8
13169,7310,31,grocery,1,3203,0.0,3203.0
13170,7311,47,sports,2,1558,0.05,2960.2
13171,7312,8,electronics,1,1791,0.0,1791.0
13172,7312,19,home,1,2193,0.1,1973.7
13173,7313,10,electronics,2,3487,0.0,6974.0
13174,7314,56,fashion,1,630,0.1,567.0
13175,7315,54,fashion,1,3026,0.0,3026.0
13176,7315,26,beauty,1,4752,0.15,4039.2
13177,7315,3,electronics,1,3713,0.05,3527.35
13178,7316,45,sports,1,4975,0.05,4726.25
13179,7316,28,beauty,1,567,0.05,538.65
13180,7317,19,home,1,2193,0.1,1973.7
13181,7318,55,fashion,1,4572,0.0,4572.0
13182,7319,60,fashion,2,552,0.1,993.6
13183,7320,49,sports,1,1048,0.0,1048.0
13184,7321,30,beauty,1,4729,0.0,4729.0
13185,7321,1,electronics,1,150,0.0,150.0
13186,7321,20,home,3,3438,0.0,10314.0
13187,7321,14,home,1,4075,0.0,4075.0
13188,7322,3,electronics,2,3713,0.1,6683.4
13189,7322,54,fashion,1,3026,0.15,2572.1
13190,7323,32,grocery,2,126,0.0,252.0
13191,7323,46,sports,1,3785,0.1,3406.5
13192,7324,47,sports,1,1558,0.1,1402.2
13193,7325,24,beauty,1,2262,0.0,2262.0
13194,7325,36,grocery,1,1580,0.0,1580.0
13195,7325,42,sports,1,3125,0.1,2812.5
13196,7326,46,sports,1,3785,0.0,3785.0
13197,7327,56,fashion,1,630,0.0,630.0
13198,7327,12,home,2,4627,0.1,8328.6
13199,7328,59,fashion,1,2290,0.0,2290.0
13200,7328,56,fashion,1,630,0.05,598.5
13201,7329,46,sports,1,3785,0.05,3595.75
13202,7330,16,home,1,1002,0.0,1002.0
13203,7330,57,fashion,3,729,0.15,1858.95
13204,7330,29,beauty,1,2320,0.0,2320.0
13205,7331,39,grocery,2,2235,0.1,4023.0
13206,7332,22,beauty,1,1574,0.1,1416.6
13207,7332,52,fashion,1,1957,0.05,1859.15
13208,7333,30,beauty,1,4729,0.1,4256.1
13209,7334,3,electronics,1,3713,0.2,2970.4
13210,7335,6,electronics,1,529,0.1,476.1
13211,7336,37,grocery,2,667,0.05,1267.3
13212,7337,58,fashion,1,1326,0.0,1326.0
13213,7338,28,beauty,2,567,0.1,1020.6
13214,7338,2,electronics,1,3850,0.15,3272.5
13215,7338,12,home,2,4627,0.1,8328.6
13216,7339,51,fashion,3,2916,0.1,7873.2
13217,7340,48,sports,1,2972,0.05,2823.4
13218,7340,49,sports,1,1048,0.05,995.6
13219,7341,40,grocery,1,3255,0.15,2766.75
13220,7341,48,sports,2,2972,0.05,5646.8
13221,7341,2,electronics,1,3850,0.05,3657.5
13222,7342,49,sports,1,1048,0.1,943.2
13223,7343,24,beauty,1,2262,0.0,2262.0
13224,7343,35,grocery,1,1942,0.1,1747.8
13225,7343,29,beauty,1,2320,0.1,2088.0
13226,7343,46,sports,1,3785,0.05,3595.75
13227,7344,37,grocery,1,667,0.1,600.3
13228,7344,2,electronics,1,3850,0.2,3080.0
13229,7345,43,sports,1,4289,0.0,4289.0
13230,7346,50,sports,1,2033,0.1,1829.7
13231,7346,17,home,1,2656,0.0,2656.0
13232,7347,39,grocery,1,2235,0.0,2235.0
13233,7348,47,sports,2,1558,0.0,3116.0
13234,7349,2,electronics,1,3850,0.0,3850.0
13235,7349,46,sports,1,3785,0.0,3785.0
13236,7349,59,fashion,2,2290,0.1,4122.0
13237,7350,40,grocery,1,3255,0.05,3092.25
13238,7350,5,electronics,1,1760,0.0,1760.0
13239,7351,54,fashion,1,3026,0.2,2420.8
13240,7351,30,beauty,1,4729,0.1,4256.1
13241,7352,1,electronics,1,150,0.0,150.0
13242,7353,48,sports,2,2972,0.0,5944.0
13243,7354,23,beauty,2,2336,0.1,4204.8
13244,7354,53,fashion,1,1286,0.05,1221.7
13245,7355,32,grocery,3,126,0.15,321.3
13246,7356,3,electronics,1,3713,0.1,3341.7
13247,7357,44,sports,1,724,0.0,724.0
13248,7357,38,grocery,1,3806,0.0,3806.0
13249,7357,57,fashion,1,729,0.1,656.1
13250,7357,52,fashion,1,1957,0.0,1957.0
13251,7358,54,fashion,1,3026,0.15,2572.1
13252,7359,49,sports,2,1048,0.0,2096.0
13253,7359,51,fashion,2,2916,0.05,5540.4
13254,7359,31,grocery,1,3203,0.0,3203.0
13255,7360,9,electronics,2,4658,0.15,7918.6
13256,7361,34,grocery,1,2437,0.0,2437.0
13257,7361,51,fashion,1,2916,0.0,2916.0
13258,7362,43,sports,1,4289,0.0,4289.0
13259,7362,56,fashion,3,630,0.15,1606.5
13260,7362,20,home,1,3438,0.15,2922.3
13261,7363,40,grocery,1,3255,0.0,3255.0
13262,7363,10,electronics,1,3487,0.05,3312.65
13263,7363,41,sports,1,931,0.2,744.8
13264,7364,20,home,1,3438,0.0,3438.0
13265,7365,54,fashion,2,3026,0.05,5749.4
13266,7365,16,home,1,1002,0.1,901.8
13267,7365,52,fashion,1,1957,0.05,1859.15
13268,7365,58,fashion,1,1326,0.0,1326.0
13269,7366,48,sports,2,2972,0.1,5349.6
13270,7367,30,beauty,1,4729,0.05,4492.55
13271,7368,27,beauty,2,1579,0.1,2842.2
13272,7369,31,grocery,1,3203,0.0,3203.0
13273,7369,24,beauty,1,2262,0.1,2035.8
13274,7369,13,home,1,3877,0.15,3295.45
13275,7370,54,fashion,1,3026,0.1,2723.4
13276,7370,43,sports,1,4289,0.1,3860.1
13277,7370,54,fashion,1,3026,0.0,3026.0
13278,7371,25,beauty,1,3410,0.05,3239.5
13279,7372,39,grocery,2,2235,0.15,3799.5
13280,7372,17,home,2,2656,0.0,5312.0
13281,7372,31,grocery,1,3203,0.05,3042.85
13282,7373,54,fashion,1,3026,0.1,2723.4
13283,7374,34,grocery,1,2437,0.0,2437.0
13284,7375,23,beauty,1,2336,0.15,1985.6
13285,7375,39,grocery,1,2235,0.2,1788.0
13286,7376,20,home,1,3438,0.15,2922.3
13287,7376,19,home,2,2193,0.0,4386.0
13288,7377,14,home,1,4075,0.0,4075.0
13289,7377,4,electronics,1,2293,0.1,2063.7
13290,7378,58,fashion,1,1326,0.0,1326.0
13291,7378,59,fashion,1,2290,0.0,2290.0
13292,7379,27,beauty,2,1579,0.0,3158.0
13293,7380,59,fashion,1,2290,0.0,2290.0
13294,7380,41,sports,2,931,0.0,1862.0
13295,7381,28,beauty,1,567,0.2,453.6
13296,7382,53,fashion,2,1286,0.0,2572.0
13297,7382,20,home,1,3438,0.2,2750.4
13298,7383,12,home,2,4627,0.05,8791.3
13299,7383,16,home,1,1002,0.0,1002.0
13300,7383,51,fashion,1,2916,0.15,2478.6
13301,7384,9,electronics,1,4658,0.0,4658.0
13302,7384,2,electronics,1,3850,0.05,3657.5
13303,7385,46,sports,1,3785,0.05,3595.75
13304,7385,26,beauty,2,4752,0.05,9028.8
13305,7385,47,sports,1,1558,0.0,1558.0
13306,7386,40,grocery,3,3255,0.05,9276.75
13307,7386,12,home,1,4627,0.0,4627.0
13308,7386,43,sports,1,4289,0.05,4074.55
13309,7387,46,sports,1,3785,0.0,3785.0
13310,7387,13,home,2,3877,0.0,7754.0
13311,7388,27,beauty,1,1579,0.1,1421.1
13312,7388,5,electronics,1,1760,0.0,1760.0
13313,7389,47,sports,1,1558,0.05,1480.1
13314,7389,26,beauty,1,4752,0.05,4514.4
13315,7389,59,fashion,1,2290,0.15,1946.5
13316,7390,17,home,2,2656,0.1,4780.8
13317,7390,23,beauty,1,2336,0.15,1985.6
13318,7391,24,beauty,2,2262,0.0,4524.0
13319,7391,37,grocery,1,667,0.2,533.6
13320,7391,17,home,2,2656,0.0,5312.0
13321,7392,15,home,1,860,0.0,860.0
13322,7393,5,electronics,1,1760,0.05,1672.0
13323,7394,25,beauty,1,3410,0.05,3239.5
13324,7395,16,home,1,1002,0.1,901.8
13325,7395,47,sports,2,1558,0.0,3116.0
13326,7395,34,grocery,2,2437,0.15,4142.9
13327,7396,28,beauty,1,567,0.0,567.0
13328,7396,26,beauty,1,4752,0.0,4752.0
13329,7397,5,electronics,2,1760,0.0,3520.0
13330,7398,34,grocery,1,2437,0.1,2193.3
13331,7399,19,home,1,2193,0.1,1973.7
13332,7399,13,home,1,3877,0.05,3683.15
13333,7400,42,sports,1,3125,0.05,2968.75
13334,7401,31,grocery,2,3203,0.0,6406.0
13335,7402,13,home,1,3877,0.0,3877.0
13336,7403,49,sports,1,1048,0.1,943.2
13337,7403,16,home,1,1002,0.05,951.9
13338,7403,8,electronics,2,1791,0.0,3582.0
13339,7403,18,home,2,778,0.0,1556.0
13340,7404,15,home,1,860,0.0,860.0
13341,7404,57,fashion,1,729,0.05,692.55
13342,7404,52,fashion,2,1957,0.0,3914.0
13343,7404,8,electronics,1,1791,0.15,1522.35
13344,7405,24,beauty,1,2262,0.05,2148.9
13345,7406,48,sports,1,2972,0.1,2674.8
13346,7407,26,beauty,1,4752,0.05,4514.4
13347,7408,21,beauty,1,2746,0.2,2196.8
13348,7409,46,sports,2,3785,0.05,7191.5
13349,7410,11,home,2,1744,0.0,3488.0
13350,7410,30,beauty,2,4729,0.05,8985.1
13351,7411,28,beauty,1,567,0.0,567.0
13352,7411,55,fashion,1,4572,0.1,4114.8
13353,7411,17,home,1,2656,0.0,2656.0
13354,7412,26,beauty,1,4752,0.05,4514.4
13355,7413,26,beauty,2,4752,0.05,9028.8
13356,7414,55,fashion,1,4572,0.05,4343.4
13357,7415,6,electronics,2,529,0.05,1005.1
13358,7416,4,electronics,1,2293,0.0,2293.0
13359,7416,13,home,1,3877,0.1,3489.3
13360,7417,39,grocery,1,2235,0.2,1788.0
13361,7417,36,grocery,2,1580,0.05,3002.0
13362,7418,27,beauty,1,1579,0.05,1500.05
13363,7418,54,fashion,1,3026,0.05,2874.7
13364,7419,19,home,1,2193,0.0,2193.0
13365,7420,11,home,1,1744,0.0,1744.0
13366,7420,26,beauty,1,4752,0.0,4752.0
13367,7421,38,grocery,2,3806,0.0,7612.0
13368,7421,28,beauty,1,567,0.05,538.65
13369,7421,27,beauty,1,1579,0.2,1263.2
13370,7422,14,home,2,4075,0.15,6927.5
13371,7423,2,electronics,2,3850,0.0,7700.0
13372,7423,21,beauty,1,2746,0.1,2471.4
13373,7424,40,grocery,1,3255,0.0,3255.0
13374,7425,32,grocery,1,126,0.0,126.0
13375,7426,32,grocery,1,126,0.15,107.1
13376,7427,6,electronics,1,529,0.1,476.1
13377,7427,30,beauty,1,4729,0.05,4492.55
13378,7428,42,sports,1,3125,0.0,3125.0
13379,7429,46,sports,1,3785,0.0,3785.0
13380,7429,59,fashion,1,2290,0.0,2290.0
13381,7429,56,fashion,1,630,0.1,567.0
13382,7430,36,grocery,1,1580,0.0,1580.0
13383,7431,22,beauty,1,1574,0.0,1574.0
13384,7432,16,home,1,1002,0.15,851.7
13385,7433,11,home,1,1744,0.05,1656.8
13386,7434,56,fashion,2,630,0.15,1071.0
13387,7434,55,fashion,1,4572,0.0,4572.0
13388,7435,48,sports,1,2972,0.0,2972.0
13389,7435,19,home,1,2193,0.0,2193.0
13390,7436,46,sports,1,3785,0.0,3785.0
13391,7436,11,home,1,1744,0.05,1656.8
13392,7437,44,sports,1,724,0.1,651.6
13393,7438,53,fashion,1,1286,0.0,1286.0
13394,7438,17,home,1,2656,0.05,2523.2
13395,7439,37,grocery,1,667,0.0,667.0
13396,7440,26,beauty,2,4752,0.0,9504.0
13397,7440,26,beauty,1,4752,0.05,4514.4
13398,7441,51,fashion,1,2916,0.15,2478.6
13399,7442,33,grocery,1,4175,0.0,4175.0
13400,7443,28,beauty,1,567,0.2,453.6
13401,7443,23,beauty,1,2336,0.0,2336.0
13402,7444,28,beauty,1,567,0.15,481.95
13403,7445,21,beauty,1,2746,0.0,2746.0
13404,7446,4,electronics,3,2293,0.2,5503.2
13405,7446,27,beauty,2,1579,0.0,3158.0
13406,7447,39,grocery,1,2235,0.0,2235.0
13407,7447,35,grocery,1,1942,0.15,1650.7
13408,7447,15,home,1,860,0.1,774.0
13409,7448,11,home,2,1744,0.1,3139.2
13410,7449,51,fashion,1,2916,0.05,2770.2
13411,7450,30,beauty,1,4729,0.05,4492.55
13412,7450,3,electronics,1,3713,0.1,3341.7
13413,7451,21,beauty,1,2746,0.0,2746.0
13414,7452,15,home,1,860,0.0,860.0
13415,7452,42,sports,1,3125,0.1,2812.5
13416,7453,4,electronics,1,2293,0.1,2063.7
13417,7454,19,home,3,2193,0.15,5592.15
13418,7454,24,beauty,1,2262,0.1,2035.8
13419,7455,47,sports,1,1558,0.0,1558.0
13420,7456,35,grocery,1,1942,0.0,1942.0
13421,7457,45,sports,1,4975,0.1,4477.5
13422,7457,25,beauty,1,3410,0.1,3069.0
13423,7457,21,beauty,1,2746,0.0,2746.0
13424,7457,4,electronics,1,2293,0.0,2293.0
13425,7458,52,fashion,1,1957,0.1,1761.3
13426,7459,42,sports,1,3125,0.0,3125.0
13427,7459,49,sports,1,1048,0.05,995.6
13428,7460,14,home,1,4075,0.0,4075.0
13429,7461,19,home,2,2193,0.05,4166.7
13430,7461,39,grocery,1,2235,0.0,2235.0
13431,7461,54,fashion,2,3026,0.05,5749.4
13432,7461,17,home,1,2656,0.15,2257.6
13433,7462,47,sports,1,1558,0.0,1558.0
13434,7463,24,beauty,1,2262,0.0,2262.0
13435,7463,39,grocery,1,2235,0.05,2123.25
13436,7463,34,grocery,1,2437,0.05,2315.15
13437,7464,55,fashion,1,4572,0.1,4114.8
13438,7464,11,home,1,1744,0.05,1656.8
13439,7465,36,grocery,1,1580,0.0,1580.0
13440,7465,37,grocery,3,667,0.0,2001.0
13441,7466,51,fashion,1,2916,0.05,2770.2
13442,7466,19,home,1,2193,0.0,2193.0
13443,7467,53,fashion,1,1286,0.0,1286.0
13444,7467,12,home,3,4627,0.05,13186.95
13445,7467,22,beauty,1,1574,0.0,1574.0
13446,7468,2,electronics,1,3850,0.0,3850.0
13447,7469,9,electronics,1,4658,0.15,3959.3
13448,7469,37,grocery,1,667,0.0,667.0
13449,7470,13,home,1,3877,0.0,3877.0
13450,7471,33,grocery,1,4175,0.0,4175.0
13451,7471,3,electronics,2,3713,0.0,7426.0
13452,7472,31,grocery,1,3203,0.05,3042.85
13453,7472,36,grocery,1,1580,0.0,1580.0
13454,7473,51,fashion,2,2916,0.0,5832.0
13455,7474,31,grocery,1,3203,0.1,2882.7
13456,7475,2,electronics,1,3850,0.1,3465.0
13457,7475,7,electronics,1,1985,0.0,1985.0
13458,7476,19,home,1,2193,0.05,2083.35
13459,7477,41,sports,1,931,0.1,837.9
13460,7478,30,beauty,1,4729,0.1,4256.1
13461,7479,35,grocery,3,1942,0.1,5243.4
13462,7480,37,grocery,1,667,0.0,667.0
13463,7481,54,fashion,1,3026,0.05,2874.7
13464,7481,28,beauty,1,567,0.0,567.0
13465,7482,31,grocery,1,3203,0.0,3203.0
